"Buckets","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21"
11404.8,42,9,36,6,10,2363,2005,2387,3197,57,8,7,75,9,4,7,2,5,7,8,495
11417.6,34,16,26,3,8,2196,1766,2177,3121,59,12,8,62,10,,2,4,7,2,11,525
11430.4,35,16,28,5,7,2125,1754,2118,2898,67,9,4,69,14,4,6,2,10,6,10,552
11443.2,38,6,31,11,8,2047,1691,1953,2663,71,10,5,62,4,4,6,5,6,4,7,509
11456,31,7,27,7,9,1985,1638,1862,2674,50,6,3,52,7,8,7,4,3,4,5,510
11468.8,40,6,27,13,6,1819,1585,1822,2555,41,10,4,53,8,4,5,6,8,7,5,452
11481.6,42,8,18,8,12,1702,1432,1680,2433,42,11,11,52,8,4,8,5,5,4,11,525
11494.4,36,6,32,7,11,1692,1329,1592,2269,55,6,7,49,2,3,6,4,2,6,10,483
11507.2,28,14,23,9,3,1618,1256,1542,2139,47,7,7,36,3,5,9,3,5,3,8,494
11520,34,6,16,7,9,1467,1205,1403,1869,49,6,2,33,13,6,6,2,6,3,8,472
11532.8,25,1,17,4,5,1295,1002,1413,1877,40,9,5,46,7,5,5,8,4,2,9,471
11545.6,28,1,20,3,4,1200,940,1238,1596,36,4,7,26,6,1,5,8,8,3,12,490
11558.4,20,2,21,3,7,1052,787,1081,1429,44,4,5,32,5,6,1,7,9,6,14,514
11571.2,12,2,14,6,3,995,768,1068,1265,27,1,6,30,2,2,4,5,3,6,8,477
11584,16,5,12,5,4,870,685,872,1102,27,5,6,28,5,2,7,4,4,2,6,459
11596.8,12,6,13,4,7,786,711,782,1022,27,2,3,22,1,4,6,6,7,6,7,448
11609.6,22,6,14,3,4,842,758,786,1057,20,7,5,13,5,3,4,4,6,3,17,461
11622.4,13,2,12,3,6,928,828,749,1193,39,7,5,22,4,1,2,3,7,8,9,437
11635.2,19,3,12,7,2,980,855,912,1278,42,4,1,27,3,2,6,4,5,6,6,482
11648,24,11,13,6,4,932,874,922,1327,14,6,2,16,2,2,5,3,8,4,12,438
11660.8,20,4,16,3,2,976,899,907,1325,26,2,3,11,1,6,1,3,7,2,15,450
11673.6,20,6,15,9,1,965,902,927,1327,30,5,1,11,9,2,,4,8,3,5,393
11686.4,24,3,17,5,4,1049,942,955,1437,29,8,4,23,9,4,6,6,9,3,4,462
11699.2,27,1,11,7,5,1127,1087,1050,1549,37,8,5,23,4,2,3,3,6,1,10,489
11712,17,1,16,5,4,1195,1032,1101,1752,33,2,8,15,8,6,5,3,1,3,12,435
11724.8,17,2,11,6,6,1283,1169,1219,1760,49,10,5,6,2,6,5,5,8,4,8,485
11737.6,22,1,16,5,8,1258,1148,1178,1765,34,6,11,18,5,3,4,3,7,3,9,441
11750.4,29,9,19,7,7,1269,1167,1295,1775,45,3,6,10,3,4,11,4,7,1,5,478
11763.2,15,3,20,1,5,1260,1193,1243,1816,37,5,4,14,8,3,4,4,2,6,12,385
11776,26,3,19,5,7,1288,1163,1282,1855,38,8,3,20,4,4,4,4,6,3,6,452
11788.8,21,3,11,6,2,1270,1191,1394,1961,47,3,6,9,8,7,3,6,5,2,8,410
11801.6,24,9,27,9,6,1477,1305,1366,2034,50,4,11,12,7,3,7,2,6,4,6,435
11814.4,31,6,31,7,3,1376,1220,1337,2014,34,9,9,12,12,6,7,2,3,5,7,411
11827.2,41,12,24,8,5,1343,1218,1303,1951,50,4,5,11,11,2,12,6,6,3,10,416
11840,30,5,28,6,5,1358,1092,1355,1887,51,4,4,18,9,6,5,4,3,8,3,448
11852.8,19,7,15,8,8,1326,1069,1287,1818,54,9,4,10,12,6,5,3,3,5,12,456
11865.6,24,5,20,2,7,1256,1034,1209,1696,41,7,8,11,4,3,5,6,2,8,5,500
11878.4,30,9,18,16,7,1100,1017,1253,1647,41,9,7,8,7,3,5,2,6,6,4,463
11891.2,28,8,12,5,8,1176,959,1146,1597,48,8,11,8,12,2,6,2,6,5,13,459
11904,33,13,25,11,1,1125,840,1033,1474,41,5,6,6,10,5,13,5,6,6,7,462
11916.8,19,5,23,7,3,992,844,1052,1459,58,1,4,11,6,4,,5,4,5,7,433
11929.6,25,10,24,11,4,986,744,987,1422,46,8,,5,5,1,4,5,5,2,4,423
11942.4,30,4,18,7,5,998,757,925,1314,41,4,6,6,6,5,7,3,7,9,5,389
11955.2,30,5,13,11,2,907,808,888,1212,41,7,6,5,10,4,3,2,4,5,6,395
11968,20,9,19,9,6,861,714,844,1114,43,5,5,7,9,3,9,4,5,7,7,411
11980.8,18,6,17,4,3,881,653,852,1114,33,2,7,4,8,9,6,1,10,5,6,438
11993.6,17,7,18,8,4,821,640,783,1081,36,4,3,7,8,4,3,7,10,4,11,385
12006.4,29,4,15,5,4,779,618,751,1054,37,2,5,9,7,4,4,2,4,4,5,405
